,x,y,z,lon,lat,exhumeRate,exRateErr,ageMean,ageMeanSerr
61,476375.2449036221,1782928.566230906,589.2857142857143,164.2300668705405,-74.0437482325392,237.93516626981634,113.77065596944905,34.01428571428571,2.8937065184579427
62,435214.2272434795,1996528.0151025988,1790.5714285714287,163.10904411882478,-72.12122686188854,43.00301765999681,23.25213369097058,82.42857142857143,4.674434739736391
63,435214.2272434795,1996528.0151025988,1790.5714285714287,163.10904411882478,-72.12122686188854,43.00301765999682,23.252133690970464,82.42857142857143,4.674434739736391
64,435214.2272434795,1996528.0151025988,1790.5714285714287,163.10904411882478,-72.12122686188854,43.00301765996332,23.252133690918527,82.42857142857143,4.674434739736391
65,435214.2272434795,1996528.0151025988,1790.5714285714287,163.10904411882478,-72.12122686188854,43.00301765996332,23.252133690918576,82.42857142857143,4.674434739736391
66,470201.8821063914,1833315.5461434883,1368.5714285714287,164.05491949376005,-73.59135176361092,210.1091053774629,76.77205063989378,36.55714285714286,2.1546027302428787
67,529845.5707441301,2090434.479239982,858.0,165.83349921336637,-71.28658396345647,71.87204842631758,36.8763794566238,47.9,4.645684121028995
68,545011.9389458197,2078607.5275990362,1096.5714285714287,166.2638451748396,-71.39024808558811,60.72859051647082,37.495849079113015,53.471428571428575,6.454924819218943
69,546451.1453754618,1840946.6085591184,1618.7142857142858,166.46712451504837,-73.51994885457889,559.8322594019057,819.0424525649612,28.699999999999996,1.1577893549675564
70,546344.3486480888,1853695.1444128875,1761.5714285714287,166.4539595521328,-73.40573209148849,2467.3857206764355,6130.384567574602,30.885714285714283,2.4734233623162254
71,546344.3486480888,1853695.1444128875,1761.5714285714287,166.4539595521328,-73.40573209148849,2467.385720675773,6130.384567571922,30.885714285714283,2.4734233623162254
72,546344.3486480888,1853695.1444128875,1761.5714285714287,166.4539595521328,-73.40573209148849,2467.385720675773,6130.384567571922,30.885714285714283,2.4734233623162254
73,546344.3486480888,1853695.1444128875,1761.5714285714287,166.4539595521328,-73.40573209148849,2467.385720675773,6130.384567571952,30.885714285714283,2.4734233623162254
74,628276.6454858998,2030535.763217628,2972.5714285714284,168.67986735671357,-71.79036372654842,69.5522473066676,35.81697228330454,82.68571428571428,9.331575393240302
75,628276.6454858998,2030535.763217628,2972.5714285714284,168.67986735671357,-71.79036372654842,69.55224730671522,35.8169722833399,82.68571428571428,9.331575393240302
76,628276.6454858998,2030535.763217628,2972.5714285714284,168.67986735671357,-71.79036372654842,69.55224730671522,35.8169722833399,82.68571428571428,9.331575393240302
77,490548.16677688557,1985878.5652306278,1623.2857142857142,164.7225948766232,-72.2256274569749,54.73490832067611,36.45658063051665,68.25714285714285,6.3376372772905984
78,431085.70722909074,1818480.1699836345,2270.714285714286,162.79779449572231,-73.71504936218123,7.59738335265005,1.931345808657977,173.08571428571426,36.892136396407786
79,392000.3848422076,1964665.10287796,2011.2857142857142,161.80027602250644,-72.39022472534542,48.460320473007485,72.06633275875498,157.42857142857142,35.07397430388218
80,392000.3848422076,1964665.10287796,2011.2857142857142,161.80027602250644,-72.39022472534542,48.46032047298747,72.06633275869775,157.42857142857142,35.07397430388218
81,577477.2530047599,2099376.5532717584,715.1428571428571,167.1539999209025,-71.1958905476769,44.985229702167274,15.36899581547084,44.05714285714286,4.823644993198417
82,634863.3034573916,1943273.3906374383,1294.142857142857,169.0358886426887,-72.56712796006488,248.77800382111838,95.60339440634012,30.814285714285717,1.5280595493613978
83,642132.0619846459,1943721.3817591465,1522.0,169.25172152128826,-72.55863004782852,247.82377065594193,133.8288293672531,29.58571428571429,1.7292206572998872
84,642132.0619846459,1943721.3817591465,1522.0,169.25172152128826,-72.55863004782852,247.82377065594193,133.82882936725304,29.58571428571429,1.7292206572998872
85,420047.85904178984,2008354.966743545,1552.0,162.68008184651242,-72.01051418836974,58.446677812872146,46.4920327701558,76.85714285714286,7.452799318851596
86,420047.85904178984,2008354.966743545,1552.0,162.68008184651242,-72.01051418836974,58.446677812872146,46.492032770155795,76.85714285714286,7.452799318851596
87,420047.85904178984,2008354.966743545,1552.0,162.68008184651242,-72.01051418836974,58.446677812872124,46.49203277015577,76.85714285714286,7.452799318851596
88,665985.7771941146,1976511.6528783895,733.4285714285714,169.8826718404289,-72.24936710124253,383.26640906358915,910.7382677079074,29.8,2.0856653614614213
89,665985.7771941146,1976511.6528783895,733.4285714285714,169.8826718404289,-72.24936710124253,383.2664090638852,910.7382677093032,29.8,2.0856653614614213
90,589103.7380519384,2057741.22573627,1980.857142857143,167.5251896565151,-71.56484437853476,41.264899654232075,8.191406725541585,73.61428571428571,12.183017621564327
91,578658.8984447472,1999543.225870744,1680.7142857142858,167.2921575638362,-72.08989319507118,47.01882904555058,1.8660336822626413,64.9,9.938764894042299
92,621535.4381627275,1913675.318142394,1504.5714285714287,168.6925733204211,-72.83954906206807,247.77062807284932,104.23087618385351,28.900000000000002,1.5085470777255463
93,642132.0619846459,1943721.3817591465,1522.0,169.25172152128826,-72.55863004782852,247.82377065594193,133.82882936725304,29.58571428571429,1.7292206572998872
94,642132.0619846459,1943721.3817591465,1522.0,169.25172152128826,-72.55863004782852,247.82377065594193,133.8288293672531,29.58571428571429,1.7292206572998872
95,651026.4138550799,1953442.7873066452,1159.5714285714287,169.49505101036394,-72.46593393291947,372.6981999507846,497.2056175736112,29.185714285714283,1.9770623435299357
96,625463.2798911391,1950998.7629548833,1170.7142857142858,168.74099969869093,-72.50348221017862,289.56073195497254,147.7499009294721,31.728571428571428,1.3623708826045526
97,591192.6267181059,2022283.8068532294,2075.714285714286,167.62805034721114,-71.88161795081626,43.86047578188234,10.649932082162474,76.35714285714286,11.52254223649611
98,638344.7537164044,2029028.6007577537,2622.285714285714,168.97068648808016,-71.79812553270204,55.294456308701186,15.951080703527486,59.25714285714286,5.176359133363045
99,631335.7660148324,2031397.3047165188,2942.285714285714,168.76584566421914,-71.78096432510284,124.29404581872957,121.40964786879601,78.87142857142858,10.494164235097394
100,634932.2183808692,2030571.5399998506,2731.0,168.87019130423383,-71.78631181896306,210.27599203048888,201.40615502637723,70.17142857142856,10.351068826471018
101,670742.9186049786,2032170.9474078496,1437.2857142857142,169.889374886674,-71.7487254040033,45.379029549958176,17.429902665419824,41.50000000000001,4.056446955743647
102,597408.147603244,2007006.9921193793,1834.2857142857142,167.8275496403425,-72.01590289029335,42.21706472020479,9.436526211673822,71.18571428571428,13.115738066689712
