nLocal,ageBin,nBinned,ageMean,ageMeanErr,exRate,exRateErr,ageGrad,ageGradErr
10,35.5,4.0,36.2025,0.7765884259589084,559.186939599152,188.84543882586672,0.0017883107225587938,0.0006039381452662425
10,40.5,6.0,41.580000000000005,0.33520143197784813,50.89397764472449,0.6091139753205029,0.0196486902041868,0.0002351612578537343
10,45.5,9.0,45.19555555555556,0.3388834243639568,56.40824226838604,6.628302531460382,0.017727905706440516,0.002083133909977314
10,50.5,1.0,52.510000000000005,,50.23355072628898,,0.019907014048215883,
10,55.5,5.0,56.194,0.44666094523698924,66.30181505897421,6.7837519707704494,0.015082543352855709,0.0015431890228518978
10,60.5,1.0,61.42999999999999,,57.21006028046653,,0.017479443215015003,
10,65.5,4.0,65.0525,0.5323591362980432,47.267248918587235,3.8782385289698706,0.02115629792041404,0.0017358566788313779
10,70.5,7.0,71.58428571428571,0.29033525074149874,55.65036575584448,5.70740683386034,0.017969333829490213,0.0018429043062952268
10,75.5,3.0,74.02,0.2900000000000015,49.29885304999104,4.856317677552522,0.02028444757093962,0.00199817470841057
10,80.5,2.0,81.385,0.11499999999999488,15.109308148628891,2.0128169636119457,0.06618436728956024,0.008816883996004764
10,85.5,0.0,,,,,,
10,90.5,0.0,,,,,,
10,95.5,0.0,,,,,,
11,30.5,11.0,29.83801652892562,0.20472560728378164,323.6958414864525,21.600461177216307,0.003089319885630513,0.00020615258431226115
11,35.5,2.0,35.709090909090904,1.4454545454545489,271.29804567237034,122.48568100491677,0.0036859830579378276,0.0016641481655541475
11,40.5,3.0,40.07272727272727,1.1545454545454548,54.14225928514347,2.7006582081041772,0.01846986094047978,0.0009212910988577206
11,45.5,11.0,44.66859504132232,0.37858402729058,56.40717149679454,5.445782466656604,0.017728242233468968,0.0017115580901827837
11,50.5,2.0,50.83181818181818,2.031818181818185,82.32654258572114,4.460970982247268,0.012146750836266039,0.0006581875213908071
11,55.5,5.0,55.19454545454546,0.6041837605637246,55.93433161867473,7.337944652138745,0.017878107614074556,0.002345403267735831
11,60.5,3.0,60.44545454545454,1.1645711207636944,66.94896179258167,7.32935871726664,0.014936751418164721,0.0016352278852888964
11,65.5,4.0,64.60227272727273,0.9998028386904354,43.36175581656521,2.758671102501018,0.023061796764649842,0.0014671894877948343
11,70.5,8.0,71.17272727272727,0.18541093197380737,52.2867560075217,0.308896181921265,0.019125302014455538,0.00011298717345376213
11,75.5,2.0,75.60000000000001,2.299999999999997,29.03322300692292,12.148295972275836,0.03444329965576167,0.014412020270026719
11,80.5,1.0,81.45454545454545,,15.312497288836328,,0.06530613401179547,
11,85.5,4.0,84.08181818181818,0.0,18.77544583367483,1.0255800994045676e-15,0.05326105216667841,2.909303760847244e-18
11,90.5,0.0,,,,,,
11,95.5,0.0,,,,,,
12,30.5,11.0,30.33106060606061,0.31996703371284063,306.05705734580283,24.272653390636993,0.003267364617147632,0.00025912687503640535
12,35.5,8.0,36.43854166666667,0.47400411866764314,338.00613639165863,72.53966233723503,0.0029585261695996776,0.0006349307490381116
12,40.5,2.0,42.733333333333334,0.16666666666666785,84.4327741107227,24.565228559839134,0.011843742083952244,0.003445868436284427
12,45.5,9.0,44.459259259259255,0.3925606534003115,73.2176047860436,13.750248771742063,0.013657917421939695,0.0025649536447466302
12,50.5,8.0,51.016666666666666,0.4769436008719467,87.25191855781819,9.237981996078497,0.011461066031887217,0.001213464682593548
12,55.5,1.0,54.00000000000001,,55.08354570888408,,0.018154241654758187,
12,60.5,5.0,60.36333333333333,0.7463689882803733,61.072679277118354,9.733750679108422,0.01637393367765122,0.0026096740791627174
12,65.5,5.0,66.35666666666667,0.5465637606395489,52.98756233870282,6.531896617505664,0.018872353357338476,0.0023264376698667482
12,70.5,8.0,69.24583333333334,0.36479500657958,47.741152021511475,1.1567497672495715,0.020946289682105167,0.0005075205496423659
12,75.5,0.0,,,,,,
12,80.5,4.0,79.81666666666666,0.0,35.074473964660434,1.735262131770188e-13,0.028510762584994374,1.4105313941836624e-16
12,85.5,1.0,87.90833333333335,,15.06262573737264,,0.06638948729362966,
12,90.5,0.0,,,,,,
12,95.5,7.0,94.98690476190477,0.1788212538160014,15.981898671727807,2.5920422880630998,0.06257078839881605,0.010148113991868104
13,30.5,12.0,30.650000000000002,0.3641323159977459,290.0924485940987,25.56571582376343,0.003447176942545008,0.0003037981392981636
13,35.5,7.0,36.52417582417582,0.09769719020172779,314.3945288703625,63.790621210996385,0.003180716927845587,0.0006453671743354853
13,40.5,0.0,,,,,,
13,45.5,11.0,44.20069930069929,0.37118575469992277,94.5949601780666,14.722786718957106,0.01057138771576825,0.0016453338145042834
13,50.5,4.0,51.736538461538466,0.20933290776222824,65.05541040156714,4.298421344548548,0.015371511667166588,0.0010156454849838937
13,55.5,0.0,,,,,,
13,60.5,7.0,60.727472527472536,0.36154180164795235,45.54273715564191,5.20661896594776,0.021957397874056376,0.002510253255600829
13,65.5,7.0,64.94615384615385,0.6676858931850351,56.96982360244184,6.402867237316446,0.017553152472059574,0.001972807668482111
13,70.5,9.0,68.05897435897435,0.03589743589743518,45.6013974035377,0.32067578858714046,0.021929152546593257,0.00015420905249234634
13,75.5,0.0,,,,,,
13,80.5,0.0,,,,,,
13,85.5,1.0,83.53846153846153,,15.334160824712352,,0.06521387191846924,
13,90.5,9.0,91.67692307692307,0.41352861709894106,21.973898446033616,1.7146839690549676,0.045508538344069045,0.0035511569030566687
13,95.5,1.0,93.54615384615384,,9.27557665524569,,0.107810008710829,
14,30.5,11.0,30.723376623376627,0.3519282833380364,284.76974834585485,35.91839561005407,0.003511608960603122,0.0004429240135492422
14,35.5,6.0,36.449999999999996,0.23091064915061113,314.8389384973457,44.5943127646605,0.0031762271997636997,0.000449886122199203
14,40.5,2.0,38.49285714285715,5.0242958677880805e-15,165.01006787000927,1.4081536009000472e-10,0.00606023628078121,5.171650221857878e-15
14,45.5,11.0,44.470129870129874,0.39943004173342267,111.48966371170398,16.50073932578039,0.008969441351853515,0.0013274989691198888
14,50.5,3.0,50.72142857142858,0.09999999999999905,66.54987635447931,5.576188796040934,0.015026323935952624,0.00125904996022883
14,55.5,1.0,56.90714285714286,,72.86366434835485,,0.013724261728302422,
14,60.5,2.0,59.86785714285715,1.1821428571428534,44.37445486823893,1.688206504498286,0.022535488108401558,0.0008573526755339979
14,65.5,17.0,65.81344537815127,0.3609860873558125,49.445458019315225,2.393693911553394,0.020224304517704395,0.000979074651720685
14,70.5,4.0,71.33571428571429,0.0,27.510591835296168,2.051160198809135e-15,0.03634963602335146,2.7101898461027645e-18
14,75.5,0.0,,,,,,
14,80.5,1.0,80.07142857142857,,16.078314341217414,,0.06219557465899639,
14,85.5,0.0,,,,,,
14,90.5,5.0,89.50285714285714,0.5171428571428578,24.470956871824324,3.106653065273225,0.040864769009151106,0.00518789112207271
14,95.5,0.0,,,,,,
15,30.5,12.0,31.358333333333338,0.30919372175993126,305.2929114368717,60.53492419083008,0.003275542806721143,0.0006494901390125606
15,35.5,5.0,36.537333333333336,0.38933333333333164,417.5531834291611,64.89025987494333,0.0023949045048285507,0.00037218247126682996
15,40.5,6.0,40.94111111111111,0.6185895944968306,147.1691890800308,14.078946452415753,0.006794900524023399,0.0006500344346885977
15,45.5,7.0,44.72476190476191,0.23065911670236244,130.57184341418824,24.240281706847522,0.007658618993590296,0.0014218002674676873
15,50.5,4.0,50.72166666666667,0.449232885244599,59.91927590697995,3.7325681026212805,0.01668912023490442,0.0010396200038585433
15,55.5,1.0,56.120000000000005,,61.58236673780658,,0.01623841454904787,
15,60.5,5.0,61.83866666666667,0.2648051694695133,51.84368582931144,5.006596891413731,0.019288752024544886,0.0018627341860546751
15,65.5,13.0,65.23333333333335,0.23129635902453402,47.73715611846478,2.141110793962436,0.02094804301953796,0.000939563322754649
15,70.5,1.0,68.08666666666666,,50.50510108587517,,0.01979998017031336,
15,75.5,1.0,76.72,,15.917475315639932,,0.06282403334512707,
15,80.5,0.0,,,,,,
15,85.5,4.0,84.58,0.0,19.58729652423627,0.0,0.05105349779958933,0.0
15,90.5,14.0,89.56666666666663,7.668712215500633e-15,15.212770472543294,5.961833263994239e-12,0.0657342462245681,2.5761028632656412e-14
15,95.5,0.0,,,,,,
16,30.5,8.0,31.362499999999997,0.3666613821994734,313.0276260125207,79.18944607776594,0.003194606216513303,0.0008081685950369033
16,35.5,8.0,35.338281249999994,0.6356156911059805,292.54797705373267,40.65524344605758,0.0034182427445612748,0.00047503145411370915
16,40.5,6.0,41.358333333333334,0.6372010464610924,156.31124527553564,11.40390106550388,0.006397492376426679,0.0004667378217061879
16,45.5,7.0,45.270535714285714,0.17302087876841915,158.93936843702176,33.22849171049676,0.006291707396561354,0.0013153691821441316
16,50.5,3.0,51.31875,0.4620915989642454,58.67160200139633,4.091547430371038,0.017044020716806076,0.001188588972998879
16,55.5,2.0,55.340625,0.5031249999999972,52.2468788526588,7.909465025426513,0.01913989930039832,0.002897519764455403
16,60.5,8.0,61.951562499999994,0.3385745748657684,48.555312811336314,2.1922153026058275,0.020595068636166378,0.0009298431419410044
16,65.5,11.0,64.53579545454545,0.3988576469376766,46.31760120874858,1.7223819497303947,0.021590064552201325,0.0008028554266148342
16,70.5,0.0,,,,,,
16,75.5,0.0,,,,,,
16,80.5,16.0,80.47031250000002,0.12498632737723765,25.45996134704889,0.6344856809562612,0.039277357352151356,0.0009788279128173458
16,85.5,14.0,86.85848214285713,0.022644976523166636,14.773776367897382,0.07825811041989733,0.06768750081887973,0.0003585471839577242
16,90.5,0.0,,,,,,
16,95.5,5.0,94.81375000000001,0.4575000000000003,22.195821870501412,1.0008124900598168,0.04505352429995013,0.0020314692604615388
17,30.5,6.0,31.552941176470586,0.44904358185849164,340.3812896346549,74.25838244199925,0.0029378818121094164,0.0006409352035982276
17,35.5,10.0,35.03411764705882,0.5687253465426668,286.9971247277241,38.048290632678324,0.0034843554650545927,0.0004619341379386004
17,40.5,4.0,40.31470588235294,0.6307229333749661,276.9949072350791,122.15793857473355,0.0036101746778734937,0.0015921285374732633
17,45.5,10.0,44.88764705882353,0.39613031110434505,171.66910716573463,12.735807030401432,0.005825159905064161,0.0004321576182050343
17,50.5,1.0,52.20588235294118,,55.15954617561434,,0.018129228199525928,
17,55.5,4.0,56.33676470588235,0.6135878518216575,52.15019213474375,3.110619029555998,0.019175384769748054,0.001143760249429609
17,60.5,13.0,61.66787330316742,0.25719408187631915,49.32773989892931,1.2840489203639507,0.02027256878277745,0.000527714630993956
17,65.5,6.0,64.17352941176469,0.5306276886335985,42.67503610834965,1.9530868987613264,0.023432903430029985,0.0010724418972471916
17,70.5,0.0,,,,,,
17,75.5,0.0,,,,,,
17,80.5,16.0,78.69889705882353,0.0909599243003184,25.76409779459256,0.6476807642369592,0.03881370145279773,0.000975733286693603
17,85.5,14.0,84.45420168067228,0.03493231150522172,14.78275322076885,0.11736966846313762,0.06764639746505828,0.0005370877213890596
17,90.5,4.0,91.02794117647059,0.016176470588232423,19.875161578607436,1.1220480536758515,0.05031405636854528,0.0028404694370700477
17,95.5,4.0,97.25882352941177,0.0,27.217561942336232,8.025123320064523e-14,0.03674098371186308,1.08331130397668e-16
