age,age_err,n,Lm_mean,Lm_err,sd_mean,sd_err
25.724999999999998,0.6028948024797883,8.0,14.33875,0.14406642193298,1.4249999999999998,0.0654380841493916
32.675862068965515,0.5086361356926573,29.0,14.267931034482759,0.06300242256336977,1.4582758620689653,0.052716989917762455
42.17142857142857,0.7236528652522252,21.0,14.036190476190475,0.07027319542659816,1.7376190476190476,0.06503077938617755
53.39999999999999,1.4262838827827067,8.0,13.751250000000002,0.1240742505230524,1.9212500000000001,0.13307405967033115
63.96666666666666,1.10290021710438,9.0,13.294444444444444,0.1642077876681377,2.0011111111111113,0.10842873292378173
74.35999999999999,1.3880201727640706,5.0,13.044,0.1660301177497624,2.1319999999999997,0.1253156015825643
80.97999999999999,1.4786480311419623,5.0,12.982,0.2662029301115973,2.0300000000000002,0.16260381299342275
