rss,Q1,Q2,alpha,age,dA0,dA1,dA2,dA3,dA4,dA5,dA6
45.60482246456999,37.19982246456992,16.810000000000148,1.0,50.0,4.545454545454546,13.636363636363637,13.636363636363637,13.636363636363633,9.090909090909093,9.090909090909093,13.63636363636364
41.64618109051663,27.64830943722178,27.9957433065897,1.0,50.0,2.331196298676389,20.980766688087495,6.993588896029166,20.980766688087495,13.987177792058336,4.6623925973527784,20.980766688087503
69.01285299388438,63.8699017420368,10.285902503695167,1.0,50.0,5.236669034104993,15.710007102314977,15.710007102314977,15.710007102314975,3.4911126894033293,3.4911126894033293,15.71000710231498
53.88802680626716,52.528799481470074,2.7184546495941797,1.0,50.0,8.854060500527384,8.854060500527384,8.854060500527384,26.562181501582142,5.90270700035159,5.90270700035159,26.562181501582153
57.465467429821146,55.09417183637091,4.742591186900466,1.0,50.0,6.502637593819952,19.507912781459854,6.502637593819952,19.507912781459854,4.335091729213302,4.335091729213302,19.50791278145986
65.32264825734617,63.08990940979431,4.46547769510374,1.0,50.0,6.6600538904226205,6.6600538904226205,19.980161671267858,19.980161671267854,4.440035926948415,4.440035926948415,19.980161671267865
20.255449654578456,19.92825101410367,0.6543972809495752,1.0,50.0,2.972980819354352,8.918942458063057,26.756827374189164,8.918942458063054,17.837884916126118,17.837884916126118,8.918942458063059
17.663113696551207,16.885513622519134,1.5552001480641473,1.0,50.0,4.45660798578291,13.369823957348732,13.369823957348732,13.369823957348727,26.739647914697468,26.739647914697468,13.369823957348734
25.933731539070756,25.10146508024837,1.664532917644772,1.0,50.0,5.141328575620194,10.555114015477246,11.745268220412425,19.42032223887724,20.0327314163979,17.368507075053458,19.420322238877247
17.82357246524917,17.243878865975653,1.159387198547038,1.0,50.0,3.2840222007875877,20.71794154881378,5.122286951215134,14.990213546384187,23.538864032981248,20.113432736966956,14.99021354638419
24.033273259941787,23.028276719432707,2.0099930810181568,1.0,50.0,2.5218340993810093,8.215805162734814,18.205425130775946,14.17169122617057,29.130600317507202,24.726474365488826,14.17169122617057
10.177471989093952,9.200686040058349,1.9535718980712073,1.0,50.0,0.04545454545454546,18.687298775726546,18.525820689853823,3.5772824273592576,34.19952599412766,28.537078341532606,3.5772824273592576
8.28040597519043,5.576271456373083,5.408269037634693,1.0,50.0,0.04545454545454546,23.603917913326132,23.361700784517037,0.13636363636363633,48.3479354910157,39.85426401212311,0.1363636363636364
11.873530410685568,10.05486830970162,3.637324201967897,1.0,50.0,1.384095318847451,16.752868290451005,16.52218531063282,12.645957435434916,42.22761716074346,34.138406228464824,12.645957435434912
10.987754960037735,9.24936636724459,3.4767771855862883,1.0,50.0,3.3277532856744827,8.200494267973863,25.887416169425485,2.9201803115245966,45.40004542207568,46.98864090233887,2.9201803115245966
4.84008048047254,2.3828550601706895,4.914450840603703,1.0,50.0,0.04545454545454546,17.95339844129743,25.176350544760233,0.13636363636363633,46.60229579935834,42.74542180386259,0.1363636363636364
31.85248382532789,28.66470221472915,6.375563221197481,1.0,50.0,0.04545454545454546,21.652540654207524,31.891891706934135,0.13636363636363633,59.88707799083856,55.433879168267154,0.1363636363636364
7.240492864687727,4.962827489493572,4.555330750388311,1.0,50.0,1.9114141010063843,23.074876802200617,20.707886609820793,1.0048359113959346,42.49633989306366,40.53572521010544,1.0048359113959346
5.633478024490316,1.8767550064672514,7.513446036046128,1.0,50.0,1.1569626043621923,26.41629217662596,10.428215576588045,3.996411380455699,60.834328144998324,53.909411886319376,3.9964113804556956
17.423359040330165,13.890507470410933,7.065703139838467,1.0,50.0,0.2381899096645581,16.24539326525014,33.57873560681149,0.13636363636363633,65.78919591729093,61.28985810815065,0.1363636363636364
46.565162096644805,43.22543182043669,6.679460552416231,1.0,50.0,0.04545454545454546,24.41510208754416,31.105173357667244,0.13636363636363633,73.7454257506014,64.53513155712106,0.1363636363636364
9.422125942165685,8.147495679074025,2.5492605261833203,1.0,50.0,2.807541443638895,16.13114348989759,17.80366130742836,8.183231689238795,38.49109237367345,36.18851882530337,8.183231689238799
19.83055486216955,18.876240886220142,1.9086279518988125,1.0,50.0,2.812860331603583,21.50688998668488,6.389097622666441,8.156020363858424,26.896419592688673,22.813110139997207,8.156020363858424
